sales,date,region
1686.0,2018-10-13,west
1728.0,2018-10-14,north
1755.0,2018-10-14,south
1503.0,2018-10-14,east
1602.0,2018-10-14,west
1605.0,2018-10-15,north
1719.0,2018-10-15,south
1548.0,2018-10-15,east
1626.0,2018-10-15,west
1551.0,2018-10-16,north
1662.0,2018-10-16,south
1650.0,2018-10-16,east
1788.0,2018-10-16,west
1536.0,2018-10-17,north
1551.0,2018-10-17,south
1656.0,2018-10-17,east
1644.0,2018-10-17,west
1692.0,2018-10-18,north
1518.0,2018-10-18,south
1509.0,2018-10-18,east
1674.0,2018-10-18,west
1521.0,2018-10-19,north
1632.0,2018-10-19,south
1794.0,2018-10-19,east
1689.0,2018-10-19,west
1692.0,2018-10-20,north
1662.0,2018-10-20,south
1776.0,2018-10-20,east
1710.0,2018-10-20,west
1569.0,2018-10-21,north
1704.0,2018-10-21,south
1767.0,2018-10-21,east
1767.0,2018-10-21,west
1542.0,2018-10-22,north
1707.0,2018-10-22,south
1578.0,2018-10-22,east
1521.0,2018-10-22,west
1764.0,2018-10-23,north
1683.0,2018-10-23,south
1602.0,2018-10-23,east
1755.0,2018-10-23,west
1650.0,2018-10-24,north
1629.0,2018-10-24,south
1692.0,2018-10-24,east
1542.0,2018-10-24,west
1629.0,2018-10-25,north
1587.0,2018-10-25,south
1635.0,2018-10-25,east
1653.0,2018-10-25,west
1596.0,2018-10-26,north
1524.0,2018-10-26,south
1545.0,2018-10-26,east
1707.0,2018-10-26,west
1509.0,2018-10-27,north
1509.0,2018-10-27,south
1686.0,2018-10-27,east
1785.0,2018-10-27,west
1635.0,2018-10-28,north
1752.0,2018-10-28,south
1785.0,2018-10-28,east
1755.0,2018-10-28,west
1707.0,2018-10-29,north
1701.0,2018-10-29,south
1599.0,2018-10-29,east
1782.0,2018-10-29,west
1677.0,2018-10-30,north
1719.0,2018-10-30,south
1530.0,2018-10-30,east
1776.0,2018-10-30,west
1674.0,2018-10-31,north
1641.0,2018-10-31,south
1596.0,2018-10-31,east
1506.0,2018-10-31,west
1692.0,2018-11-01,north
1623.0,2018-11-01,south
1593.0,2018-11-01,east
1551.0,2018-11-01,west
1728.0,2018-11-02,north
1608.0,2018-11-02,south
1530.0,2018-11-02,east
1791.0,2018-11-02,west
1704.0,2018-11-03,north
1653.0,2018-11-03,south
1548.0,2018-11-03,east
1626.0,2018-11-03,west
1695.0,2018-11-04,north
1590.0,2018-11-04,south
1530.0,2018-11-04,east
1644.0,2018-11-04,west
1611.0,2018-11-05,north
1617.0,2018-11-05,south
1776.0,2018-11-05,east
1641.0,2018-11-05,west
1740.0,2018-11-06,north
1590.0,2018-11-06,south
1773.0,2018-11-06,east
1641.0,2018-11-06,west
1527.0,2018-11-07,north
1755.0,2018-11-07,south
1650.0,2018-11-07,east
1593.0,2018-11-07,west
1548.0,2018-11-08,north
1623.0,2018-11-08,south
1500.0,2018-11-08,east
1569.0,2018-11-08,west
1647.0,2018-11-09,north
1662.0,2018-11-09,south
1710.0,2018-11-09,east
1719.0,2018-11-09,west
1590.0,2018-11-10,north
1539.0,2018-11-10,south
1566.0,2018-11-10,east
1770.0,2018-11-10,west
1722.0,2018-11-11,north
1524.0,2018-11-11,south
1641.0,2018-11-11,east
1662.0,2018-11-11,west
1716.0,2018-11-12,north
1611.0,2018-11-12,south
1569.0,2018-11-12,east
1797.0,2018-11-12,west
1698.0,2018-11-13,north
1581.0,2018-11-13,south
1776.0,2018-11-13,east
1644.0,2018-11-13,west
1563.0,2018-11-14,north
1707.0,2018-11-14,south
1533.0,2018-11-14,east
1572.0,2018-11-14,west
1623.0,2018-11-15,north
1698.0,2018-11-15,south
1521.0,2018-11-15,east
1707.0,2018-11-15,west
1587.0,2018-11-16,north
1776.0,2018-11-16,south
1662.0,2018-11-16,east
1578.0,2018-11-16,west
1554.0,2018-11-17,north
1515.0,2018-11-17,south
1602.0,2018-11-17,east
1557.0,2018-11-17,west
1521.0,2018-11-18,north
1740.0,2018-11-18,south
1617.0,2018-11-18,east
1647.0,2018-11-18,west
1551.0,2018-11-19,north
1500.0,2018-11-19,south
1725.0,2018-11-19,east
1563.0,2018-11-19,west
1791.0,2018-11-20,north
1578.0,2018-11-20,south
1632.0,2018-11-20,east
1674.0,2018-11-20,west
1617.0,2018-11-21,north
1509.0,2018-11-21,south
1644.0,2018-11-21,east
1542.0,2018-11-21,west
1650.0,2018-11-22,north
1758.0,2018-11-22,south
1710.0,2018-11-22,east
1737.0,2018-11-22,west
1779.0,2018-11-23,north
1743.0,2018-11-23,south
1560.0,2018-11-23,east
1719.0,2018-11-23,west
1689.0,2018-11-24,north
1605.0,2018-11-24,south
1683.0,2018-11-24,east
1518.0,2018-11-24,west
1665.0,2018-11-25,north
1671.0,2018-11-25,south
1704.0,2018-11-25,east
1731.0,2018-11-25,west
1653.0,2018-11-26,north
1542.0,2018-11-26,south
1659.0,2018-11-26,east
1650.0,2018-11-26,west
1773.0,2018-11-27,north
1647.0,2018-11-27,south
1725.0,2018-11-27,east
1644.0,2018-11-27,west
1767.0,2018-11-28,north
1728.0,2018-11-28,south
1719.0,2018-11-28,east
1677.0,2018-11-28,west
1686.0,2018-11-29,north
1527.0,2018-11-29,south
1689.0,2018-11-29,east
1686.0,2018-11-29,west
1641.0,2018-11-30,north
1665.0,2018-11-30,south
1755.0,2018-11-30,east
1551.0,2018-11-30,west
1665.0,2018-12-01,north
1527.0,2018-12-01,south
1536.0,2018-12-01,east
1656.0,2018-12-01,west
1563.0,2018-12-02,north
1554.0,2018-12-02,south
1602.0,2018-12-02,east
1737.0,2018-12-02,west
1506.0,2018-12-03,north
1755.0,2018-12-03,south
1572.0,2018-12-03,east
1608.0,2018-12-03,west
1722.0,2018-12-04,north
1788.0,2018-12-04,south
1788.0,2018-12-04,east
1587.0,2018-12-04,west
1677.0,2018-12-05,north
1725.0,2018-12-05,south
1731.0,2018-12-05,east
1518.0,2018-12-05,west
1737.0,2018-12-06,north
1797.0,2018-12-06,south
1662.0,2018-12-06,east
1662.0,2018-12-06,west
1716.0,2018-12-07,north
1596.0,2018-12-07,south
1653.0,2018-12-07,east
1635.0,2018-12-07,west
1782.0,2018-12-08,north
1773.0,2018-12-08,south
1755.0,2018-12-08,east
1719.0,2018-12-08,west
1737.0,2018-12-09,north
1548.0,2018-12-09,south
1665.0,2018-12-09,east
1659.0,2018-12-09,west
1659.0,2018-12-10,north
1575.0,2018-12-10,south
1509.0,2018-12-10,east
1767.0,2018-12-10,west
1509.0,2018-12-11,north
1527.0,2018-12-11,south
1575.0,2018-12-11,east
1620.0,2018-12-11,west
1623.0,2018-12-12,north
1623.0,2018-12-12,south
1773.0,2018-12-12,east
1743.0,2018-12-12,west
1719.0,2018-12-13,north
1782.0,2018-12-13,south
1713.0,2018-12-13,east
1593.0,2018-12-13,west
1716.0,2018-12-14,north
1686.0,2018-12-14,south
1569.0,2018-12-14,east
1704.0,2018-12-14,west
1554.0,2018-12-15,north
1545.0,2018-12-15,south
1587.0,2018-12-15,east
1800.0,2018-12-15,west
1635.0,2018-12-16,north
1620.0,2018-12-16,south
1800.0,2018-12-16,east
1641.0,2018-12-16,west
1635.0,2018-12-17,north
1527.0,2018-12-17,south
1626.0,2018-12-17,east
1716.0,2018-12-17,west
1755.0,2018-12-18,north
1755.0,2018-12-18,south
1605.0,2018-12-18,east
1779.0,2018-12-18,west
1566.0,2018-12-19,north
1566.0,2018-12-19,south
1797.0,2018-12-19,east
1770.0,2018-12-19,west
1731.0,2018-12-20,north
1551.0,2018-12-20,south
1767.0,2018-12-20,east
1626.0,2018-12-20,west
1659.0,2018-12-21,north
1710.0,2018-12-21,south
1542.0,2018-12-21,east
1569.0,2018-12-21,west
1776.0,2018-12-22,north
1578.0,2018-12-22,south
1668.0,2018-12-22,east
1527.0,2018-12-22,west
1770.0,2018-12-23,north
1623.0,2018-12-23,south
1710.0,2018-12-23,east
1731.0,2018-12-23,west
1740.0,2018-12-24,north
1632.0,2018-12-24,south
1719.0,2018-12-24,east
1500.0,2018-12-24,west
1512.0,2018-12-25,north
1605.0,2018-12-25,south
1623.0,2018-12-25,east
1533.0,2018-12-25,west
1683.0,2018-12-26,north
1734.0,2018-12-26,south
1545.0,2018-12-26,east
1587.0,2018-12-26,west
1578.0,2018-12-27,north
1650.0,2018-12-27,south
1632.0,2018-12-27,east
1713.0,2018-12-27,west
1650.0,2018-12-28,north
1794.0,2018-12-28,south
1764.0,2018-12-28,east
1797.0,2018-12-28,west
1626.0,2018-12-29,north
1794.0,2018-12-29,south
1695.0,2018-12-29,east
1740.0,2018-12-29,west
1758.0,2018-12-30,north
1785.0,2018-12-30,south
1599.0,2018-12-30,east
1689.0,2018-12-30,west
1527.0,2018-12-31,north
1710.0,2018-12-31,south
1590.0,2018-12-31,east
1653.0,2018-12-31,west
1518.0,2019-01-01,north
1632.0,2019-01-01,south
1755.0,2019-01-01,east
1551.0,2019-01-01,west
1767.0,2019-01-02,north
1605.0,2019-01-02,south
1692.0,2019-01-02,east
1794.0,2019-01-02,west
1695.0,2019-01-03,north
1737.0,2019-01-03,south
1575.0,2019-01-03,east
1509.0,2019-01-03,west
1590.0,2019-01-04,north
1500.0,2019-01-04,south
1590.0,2019-01-04,east
1638.0,2019-01-04,west
1761.0,2019-01-05,north
1590.0,2019-01-05,south
1725.0,2019-01-05,east
1551.0,2019-01-05,west
1644.0,2019-01-06,north
1779.0,2019-01-06,south
1794.0,2019-01-06,east
1638.0,2019-01-06,west
1644.0,2019-01-07,north
1647.0,2019-01-07,south
1692.0,2019-01-07,east
1623.0,2019-01-07,west
1722.0,2019-01-08,north
1551.0,2019-01-08,south
1731.0,2019-01-08,east
1701.0,2019-01-08,west
1500.0,2019-01-09,north
1764.0,2019-01-09,south
1764.0,2019-01-09,east
1635.0,2019-01-09,west
1767.0,2019-01-10,north
1551.0,2019-01-10,south
1512.0,2019-01-10,east
1686.0,2019-01-10,west
1662.0,2019-01-11,north
1512.0,2019-01-11,south
1608.0,2019-01-11,east
1611.0,2019-01-11,west
1566.0,2019-01-12,north
1773.0,2019-01-12,south
1707.0,2019-01-12,east
1752.0,2019-01-12,west
1551.0,2019-01-13,north
1503.0,2019-01-13,south
1536.0,2019-01-13,east
1728.0,2019-01-13,west
1692.0,2019-01-14,north
1521.0,2019-01-14,south
1698.0,2019-01-14,east
1791.0,2019-01-14,west
1605.0,2019-01-15,north
1761.0,2019-01-15,south
1617.0,2019-01-15,east
1503.0,2019-01-15,west
1548.0,2019-01-16,north
1734.0,2019-01-16,south
1506.0,2019-01-16,east
1533.0,2019-01-16,west
1590.0,2019-01-17,north
1707.0,2019-01-17,south
1509.0,2019-01-17,east
1653.0,2019-01-17,west
1572.0,2019-01-18,north
1563.0,2019-01-18,south
1635.0,2019-01-18,east
1734.0,2019-01-18,west
1587.0,2019-01-19,north
1506.0,2019-01-19,south
1689.0,2019-01-19,east
1701.0,2019-01-19,west
1707.0,2019-01-20,north
1557.0,2019-01-20,south
1722.0,2019-01-20,east
1629.0,2019-01-20,west
1611.0,2019-01-21,north
1515.0,2019-01-21,south
1614.0,2019-01-21,east
1593.0,2019-01-21,west
1719.0,2019-01-22,north
1506.0,2019-01-22,south
1794.0,2019-01-22,east
1731.0,2019-01-22,west
1662.0,2019-01-23,north
1728.0,2019-01-23,south
1563.0,2019-01-23,east
1662.0,2019-01-23,west
1647.0,2019-01-24,north
1638.0,2019-01-24,south
1557.0,2019-01-24,east
1518.0,2019-01-24,west
1560.0,2019-01-25,north
1656.0,2019-01-25,south
1707.0,2019-01-25,east
1767.0,2019-01-25,west
1671.0,2019-01-26,north
1686.0,2019-01-26,south
1653.0,2019-01-26,east
1647.0,2019-01-26,west
1524.0,2019-01-27,north
1503.0,2019-01-27,south
1533.0,2019-01-27,east
1785.0,2019-01-27,west
1731.0,2019-01-28,north
1782.0,2019-01-28,south
1560.0,2019-01-28,east
1782.0,2019-01-28,west
1500.0,2019-01-29,north
1728.0,2019-01-29,south
1605.0,2019-01-29,east
1614.0,2019-01-29,west
1782.0,2019-01-30,north
1638.0,2019-01-30,south
1797.0,2019-01-30,east
1641.0,2019-01-30,west
1650.0,2019-01-31,north
1536.0,2019-01-31,south
1599.0,2019-01-31,east
1740.0,2019-01-31,west
1749.0,2019-02-01,north
1581.0,2019-02-01,south
1662.0,2019-02-01,east
1509.0,2019-02-01,west
1596.0,2019-02-02,north
1638.0,2019-02-02,south
1746.0,2019-02-02,east
1611.0,2019-02-02,west
1602.0,2019-02-03,north
1722.0,2019-02-03,south
1734.0,2019-02-03,east
1749.0,2019-02-03,west
1548.0,2019-02-04,north
1647.0,2019-02-04,south
1560.0,2019-02-04,east
1542.0,2019-02-04,west
1617.0,2019-02-05,north
1659.0,2019-02-05,south
1674.0,2019-02-05,east
1524.0,2019-02-05,west
1551.0,2019-02-06,north
1722.0,2019-02-06,south
1563.0,2019-02-06,east
1692.0,2019-02-06,west
1734.0,2019-02-07,north
1584.0,2019-02-07,south
1662.0,2019-02-07,east
1545.0,2019-02-07,west
1662.0,2019-02-08,north
1614.0,2019-02-08,south
1719.0,2019-02-08,east
1788.0,2019-02-08,west
1779.0,2019-02-09,north
1665.0,2019-02-09,south
1605.0,2019-02-09,east
1641.0,2019-02-09,west
1725.0,2019-02-10,north
1611.0,2019-02-10,south
1560.0,2019-02-10,east
1575.0,2019-02-10,west
1563.0,2019-02-11,north
1773.0,2019-02-11,south
1536.0,2019-02-11,east
1551.0,2019-02-11,west
1572.0,2019-02-12,north
1608.0,2019-02-12,south
1752.0,2019-02-12,east
1734.0,2019-02-12,west
1686.0,2019-02-13,north
1782.0,2019-02-13,south
1500.0,2019-02-13,east
1731.0,2019-02-13,west
1725.0,2019-02-14,north
1578.0,2019-02-14,south
1560.0,2019-02-14,east
1644.0,2019-02-14,west
1566.0,2019-02-15,north
1584.0,2019-02-15,south
1695.0,2019-02-15,east
1734.0,2019-02-15,west
1794.0,2019-02-16,north
1731.0,2019-02-16,south
1674.0,2019-02-16,east
1599.0,2019-02-16,west
1512.0,2019-02-17,north
1653.0,2019-02-17,south
1722.0,2019-02-17,east
1641.0,2019-02-17,west
1695.0,2019-02-18,north
1749.0,2019-02-18,south
1728.0,2019-02-18,east
1764.0,2019-02-18,west
1716.0,2019-02-19,north
1599.0,2019-02-19,south
1596.0,2019-02-19,east
1644.0,2019-02-19,west
1740.0,2019-02-20,north
1641.0,2019-02-20,south
1566.0,2019-02-20,east
1656.0,2019-02-20,west
1599.0,2019-02-21,north
1725.0,2019-02-21,south
1731.0,2019-02-21,east
1719.0,2019-02-21,west
1770.0,2019-02-22,north
1794.0,2019-02-22,south
1725.0,2019-02-22,east
1713.0,2019-02-22,west
1599.0,2019-02-23,north
1743.0,2019-02-23,south
1518.0,2019-02-23,east
1614.0,2019-02-23,west
1692.0,2019-02-24,north
1755.0,2019-02-24,south
1653.0,2019-02-24,east
1524.0,2019-02-24,west
1635.0,2019-02-25,north
1734.0,2019-02-25,south
1713.0,2019-02-25,east
1578.0,2019-02-25,west
1566.0,2019-02-26,north
1653.0,2019-02-26,south
1506.0,2019-02-26,east
1656.0,2019-02-26,west
1593.0,2019-02-27,north
1545.0,2019-02-27,south
1734.0,2019-02-27,east
1635.0,2019-02-27,west
1710.0,2019-02-28,north
1569.0,2019-02-28,south
1731.0,2019-02-28,east
1599.0,2019-02-28,west
1593.0,2019-03-01,north
1707.0,2019-03-01,south
1638.0,2019-03-01,east
1539.0,2019-03-01,west
1782.0,2019-03-02,north
1794.0,2019-03-02,south
1608.0,2019-03-02,east
1689.0,2019-03-02,west
1698.0,2019-03-03,north
1518.0,2019-03-03,south
1593.0,2019-03-03,east
1611.0,2019-03-03,west
1587.0,2019-03-04,north
1686.0,2019-03-04,south
1518.0,2019-03-04,east
1632.0,2019-03-04,west
1566.0,2019-03-05,north
1569.0,2019-03-05,south
1743.0,2019-03-05,east
1557.0,2019-03-05,west
1746.0,2019-03-06,north
1662.0,2019-03-06,south
1674.0,2019-03-06,east
1608.0,2019-03-06,west
1551.0,2019-03-07,north
1581.0,2019-03-07,south
1560.0,2019-03-07,east
1674.0,2019-03-07,west
1521.0,2019-03-08,north
1782.0,2019-03-08,south
1617.0,2019-03-08,east
1797.0,2019-03-08,west
1533.0,2019-03-09,north
1749.0,2019-03-09,south
1656.0,2019-03-09,east
1644.0,2019-03-09,west
1545.0,2019-03-10,north
1776.0,2019-03-10,south
1650.0,2019-03-10,east
1737.0,2019-03-10,west
1659.0,2019-03-11,north
1722.0,2019-03-11,south
1689.0,2019-03-11,east
1692.0,2019-03-11,west
1518.0,2019-03-12,north
1581.0,2019-03-12,south
1626.0,2019-03-12,east
1668.0,2019-03-12,west
1524.0,2019-03-13,north
1797.0,2019-03-13,south
1542.0,2019-03-13,east
1653.0,2019-03-13,west
1677.0,2019-03-14,north
1524.0,2019-03-14,south
1692.0,2019-03-14,east
1704.0,2019-03-14,west
1647.0,2019-03-15,north
1671.0,2019-03-15,south
1563.0,2019-03-15,east
1650.0,2019-03-15,west
1563.0,2019-03-16,north
1680.0,2019-03-16,south
1728.0,2019-03-16,east
1680.0,2019-03-16,west
1683.0,2019-03-17,north
1638.0,2019-03-17,south
1545.0,2019-03-17,east
1671.0,2019-03-17,west
1701.0,2019-03-18,north
1515.0,2019-03-18,south
1764.0,2019-03-18,east
1668.0,2019-03-18,west
1677.0,2019-03-19,north
1752.0,2019-03-19,south
1635.0,2019-03-19,east
1605.0,2019-03-19,west
1635.0,2019-03-20,north
1596.0,2019-03-20,south
1608.0,2019-03-20,east
1779.0,2019-03-20,west
1776.0,2019-03-21,north
1635.0,2019-03-21,south
1791.0,2019-03-21,east
1779.0,2019-03-21,west
1746.0,2019-03-22,north
1545.0,2019-03-22,south
1767.0,2019-03-22,east
1731.0,2019-03-22,west
1734.0,2019-03-23,north
1509.0,2019-03-23,south
1686.0,2019-03-23,east
1797.0,2019-03-23,west
1566.0,2019-03-24,north
1557.0,2019-03-24,south
1797.0,2019-03-24,east
1755.0,2019-03-24,west
1650.0,2019-03-25,north
1500.0,2019-03-25,south
1554.0,2019-03-25,east
1734.0,2019-03-25,west
1701.0,2019-03-26,north
1782.0,2019-03-26,south
1797.0,2019-03-26,east
1557.0,2019-03-26,west
1668.0,2019-03-27,north
1575.0,2019-03-27,south
1608.0,2019-03-27,east
1527.0,2019-03-27,west
1518.0,2019-03-28,north
1509.0,2019-03-28,south
1767.0,2019-03-28,east
1557.0,2019-03-28,west
1605.0,2019-03-29,north
1686.0,2019-03-29,south
1656.0,2019-03-29,east
1653.0,2019-03-29,west
1722.0,2019-03-30,north
1593.0,2019-03-30,south
1557.0,2019-03-30,east
1710.0,2019-03-30,west
1785.0,2019-03-31,north
1710.0,2019-03-31,south
1653.0,2019-03-31,east
1572.0,2019-03-31,west
1512.0,2019-04-01,north
1794.0,2019-04-01,south
1569.0,2019-04-01,east
1608.0,2019-04-01,west
1623.0,2019-04-02,north
1791.0,2019-04-02,south
1785.0,2019-04-02,east
1629.0,2019-04-02,west
1539.0,2019-04-03,north
1626.0,2019-04-03,south
1695.0,2019-04-03,east
1518.0,2019-04-03,west
1530.0,2019-04-04,north
1683.0,2019-04-04,south
1662.0,2019-04-04,east
1632.0,2019-04-04,west
1614.0,2019-04-05,north
1605.0,2019-04-05,south
1662.0,2019-04-05,east
1713.0,2019-04-05,west
1749.0,2019-04-06,north
1713.0,2019-04-06,south
1716.0,2019-04-06,east
1557.0,2019-04-06,west
1605.0,2019-04-07,north
1635.0,2019-04-07,south
1518.0,2019-04-07,east
1632.0,2019-04-07,west
1713.0,2019-04-08,north
1779.0,2019-04-08,south
1743.0,2019-04-08,east
1575.0,2019-04-08,west
1728.0,2019-04-09,north
1719.0,2019-04-09,south
1755.0,2019-04-09,east
1617.0,2019-04-09,west
1542.0,2019-04-10,north
1626.0,2019-04-10,south
1509.0,2019-04-10,east
1638.0,2019-04-10,west
1581.0,2019-04-11,north
1680.0,2019-04-11,south
1569.0,2019-04-11,east
1635.0,2019-04-11,west
1539.0,2019-04-12,north
1587.0,2019-04-12,south
1593.0,2019-04-12,east
1581.0,2019-04-12,west
1515.0,2019-04-13,north
1611.0,2019-04-13,south
1644.0,2019-04-13,east
1794.0,2019-04-13,west
1500.0,2019-04-14,north
1737.0,2019-04-14,south
1722.0,2019-04-14,east
1764.0,2019-04-14,west
1530.0,2019-04-15,north
1602.0,2019-04-15,south
1524.0,2019-04-15,east
1770.0,2019-04-15,west
1596.0,2019-04-16,north
1668.0,2019-04-16,south
1584.0,2019-04-16,east
1713.0,2019-04-16,west
1569.0,2019-04-17,north
1686.0,2019-04-17,south
1647.0,2019-04-17,east
1509.0,2019-04-17,west
1590.0,2019-04-18,north
1650.0,2019-04-18,south
1557.0,2019-04-18,east
1575.0,2019-04-18,west
1773.0,2019-04-19,north
1629.0,2019-04-19,south
1524.0,2019-04-19,east
1512.0,2019-04-19,west
1521.0,2019-04-20,north
1653.0,2019-04-20,south
1584.0,2019-04-20,east
1713.0,2019-04-20,west
1683.0,2019-04-21,north
1749.0,2019-04-21,south
1545.0,2019-04-21,east
1629.0,2019-04-21,west
1533.0,2019-04-22,north
1587.0,2019-04-22,south
1671.0,2019-04-22,east
1650.0,2019-04-22,west
1668.0,2019-04-23,north
1674.0,2019-04-23,south
1728.0,2019-04-23,east
1518.0,2019-04-23,west
1554.0,2019-04-24,north
1719.0,2019-04-24,south
1746.0,2019-04-24,east
1665.0,2019-04-24,west
1503.0,2019-04-25,north
1692.0,2019-04-25,south
1725.0,2019-04-25,east
1764.0,2019-04-25,west
1710.0,2019-04-26,north
1635.0,2019-04-26,south
1764.0,2019-04-26,east
1758.0,2019-04-26,west
1740.0,2019-04-27,north
1776.0,2019-04-27,south
1740.0,2019-04-27,east
1620.0,2019-04-27,west
1566.0,2019-04-28,north
1704.0,2019-04-28,south
1578.0,2019-04-28,east
1503.0,2019-04-28,west
1602.0,2019-04-29,north
1791.0,2019-04-29,south
1752.0,2019-04-29,east
1800.0,2019-04-29,west
1719.0,2019-04-30,north
1767.0,2019-04-30,south
1500.0,2019-04-30,east
1623.0,2019-04-30,west
1665.0,2019-05-01,north
1800.0,2019-05-01,south
1731.0,2019-05-01,east
1542.0,2019-05-01,west
1575.0,2019-05-02,north
1548.0,2019-05-02,south
1797.0,2019-05-02,east
1521.0,2019-05-02,west
1560.0,2019-05-03,north
1521.0,2019-05-03,south
1605.0,2019-05-03,east
1740.0,2019-05-03,west
1617.0,2019-05-04,north
1743.0,2019-05-04,south
1629.0,2019-05-04,east
1749.0,2019-05-04,west
1512.0,2019-05-05,north
1746.0,2019-05-05,south
1530.0,2019-05-05,east
1611.0,2019-05-05,west
1569.0,2019-05-06,north
1689.0,2019-05-06,south
1557.0,2019-05-06,east
1560.0,2019-05-06,west
1650.0,2019-05-07,north
1695.0,2019-05-07,south
1620.0,2019-05-07,east
1644.0,2019-05-07,west
1800.0,2019-05-08,north
1515.0,2019-05-08,south
1785.0,2019-05-08,east
1650.0,2019-05-08,west
1797.0,2019-05-09,north
1641.0,2019-05-09,south
1665.0,2019-05-09,east
1767.0,2019-05-09,west
1500.0,2019-05-10,north
1788.0,2019-05-10,south
1725.0,2019-05-10,east
1557.0,2019-05-10,west
1503.0,2019-05-11,north
1518.0,2019-05-11,south
1650.0,2019-05-11,east
1614.0,2019-05-11,west
1743.0,2019-05-12,north
1524.0,2019-05-12,south
1761.0,2019-05-12,east
1743.0,2019-05-12,west
1563.0,2019-05-13,north
1716.0,2019-05-13,south
1560.0,2019-05-13,east
1614.0,2019-05-13,west
1617.0,2019-05-14,north
1761.0,2019-05-14,south
1635.0,2019-05-14,east
1614.0,2019-05-14,west
1509.0,2019-05-15,north
1650.0,2019-05-15,south
1755.0,2019-05-15,east
1569.0,2019-05-15,west
1605.0,2019-05-16,north
1695.0,2019-05-16,south
1662.0,2019-05-16,east
1605.0,2019-05-16,west
1731.0,2019-05-17,north
1590.0,2019-05-17,south
1620.0,2019-05-17,east
1752.0,2019-05-17,west
1533.0,2019-05-18,north
1737.0,2019-05-18,south
1608.0,2019-05-18,east
1662.0,2019-05-18,west
1797.0,2019-05-19,north
1728.0,2019-05-19,south
1686.0,2019-05-19,east
1650.0,2019-05-19,west
1695.0,2019-05-20,north
1752.0,2019-05-20,south
1785.0,2019-05-20,east
1668.0,2019-05-20,west
1515.0,2019-05-21,north
1683.0,2019-05-21,south
1794.0,2019-05-21,east
1533.0,2019-05-21,west
1599.0,2019-05-22,north
1761.0,2019-05-22,south
1761.0,2019-05-22,east
1722.0,2019-05-22,west
1626.0,2019-05-23,north
1668.0,2019-05-23,south
1641.0,2019-05-23,east
1740.0,2019-05-23,west
1650.0,2019-05-24,north
1623.0,2019-05-24,south
1653.0,2019-05-24,east
1773.0,2019-05-24,west
1788.0,2019-05-25,north
1581.0,2019-05-25,south
1677.0,2019-05-25,east
1569.0,2019-05-25,west
1791.0,2019-05-26,north
1617.0,2019-05-26,south
1638.0,2019-05-26,east
1542.0,2019-05-26,west
1590.0,2019-05-27,north
1704.0,2019-05-27,south
1680.0,2019-05-27,east
1527.0,2019-05-27,west
1635.0,2019-05-28,north
1755.0,2019-05-28,south
1560.0,2019-05-28,east
1533.0,2019-05-28,west
1599.0,2019-05-29,north
1677.0,2019-05-29,south
1581.0,2019-05-29,east
1680.0,2019-05-29,west
1692.0,2019-05-30,north
1644.0,2019-05-30,south
1716.0,2019-05-30,east
1761.0,2019-05-30,west
1716.0,2019-05-31,north
1764.0,2019-05-31,south
1677.0,2019-05-31,east
1605.0,2019-05-31,west
1680.0,2019-06-01,north
1695.0,2019-06-01,south
1548.0,2019-06-01,east
1689.0,2019-06-01,west
1755.0,2019-06-02,north
1707.0,2019-06-02,south
1557.0,2019-06-02,east
1644.0,2019-06-02,west
1719.0,2019-06-03,north
1680.0,2019-06-03,south
1581.0,2019-06-03,east
1749.0,2019-06-03,west
1602.0,2019-06-04,north
1704.0,2019-06-04,south
1602.0,2019-06-04,east
1554.0,2019-06-04,west
1632.0,2019-06-05,north
1560.0,2019-06-05,south
1647.0,2019-06-05,east
1560.0,2019-06-05,west
1662.0,2019-06-06,north
1545.0,2019-06-06,south
1614.0,2019-06-06,east
1746.0,2019-06-06,west
1713.0,2019-06-07,north
1668.0,2019-06-07,south
1503.0,2019-06-07,east
1758.0,2019-06-07,west
1656.0,2019-06-08,north
1560.0,2019-06-08,south
1710.0,2019-06-08,east
1677.0,2019-06-08,west
1782.0,2019-06-09,north
1665.0,2019-06-09,south
1782.0,2019-06-09,east
1797.0,2019-06-09,west
1698.0,2019-06-10,north
1689.0,2019-06-10,south
1623.0,2019-06-10,east
1767.0,2019-06-10,west
